SSH,138.197.177.67,138.68.65.189,7009,46702,6,1624718814.364,1624718815.207,393681,4401,5353482d,SSH-,41,5353482d,SSH-,41
HTTP_NonStandard,138.68.92.16,138.68.65.189,8006,48114,6,1624718815.213,1624718815.222,374987,167,48545450,HTTP,203,47455420,GET.,167
SSH,138.68.92.16,138.68.65.189,3009,43312,6,1624718815.236,1624718815.970,3265,439701,5353482d,SSH-,41,5353482d,SSH-,41
FTP_Control,134.122.80.82,138.68.65.189,2004,56570,6,1624718815.978,1624718815.989,92,304,55534552,USER,16,32323020,220.,28
SSL/TLS,138.197.177.67,138.68.65.189,4006,36198,6,1624718816.004,1624718816.019,640,671216,16030101,....,371,16030300,....,1419
FTP_Control,134.122.80.82,138.68.65.189,2005,34486,6,1624718816.029,1624718816.038,100,305,55534552,USER,16,32323020,220.,28
SSH,138.197.177.67,138.68.65.189,7008,38894,6,1624718816.052,1624718817.043,202605,4037,5353482d,SSH-,41,5353482d,SSH-,41
Unknown_TCP,138.68.65.189,138.68.65.189,6009,41406,6,1624718817.043,1624718817.044,0,279525,00000000,....,0,4d41544c,MATL,16384
SSH,138.68.65.189,138.68.65.189,3004,45910,6,1624718817.071,1624718817.655,3393,906537,5353482d,SSH-,41,5353482d,SSH-,41
FTP_Control,134.122.80.82,138.68.65.189,2010,47176,6,1624718817.666,1624718817.672,280,303,55534552,USER,16,32323020,220.,28
FTP_Data,138.68.65.189,138.68.65.189,6012,47744,6,1624718817.680,1624718817.681,0,377461,00000000,....,0,00000020,....,16384
HTTP_NonStandard,138.68.92.16,138.68.65.189,8006,48140,6,1624718817.708,1624718817.719,779979,164,48545450,HTTP,203,47455420,GET.,164
SSL/TLS,138.197.177.67,138.68.65.189,4010,46948,6,1624718817.729,1624718817.735,718,3071,16030101,....,371,16030300,....,1419
HTTP_NonStandard,138.68.92.16,138.68.65.189,8010,54298,6,1624718817.745,1624718817.752,290741,157,48545450,HTTP,194,47455420,GET.,157
